symbol,sector,total_assets,total_liabilities,total_equity,net_revenue,nonhalal_revenue_percent,net_income,operating_cash_flow,interest_expense,debt_to_equity,debt_to_assets,roe,roa,profit_margin,interest_coverage,cash_flow_to_debt,f_riba,f_nonhalal,riba_intensity,sector_encoded
HOTL,Other,1330041896772.0,1001663568678.0,328378328094.0,58353052116.0,0.0,-48193522548.0,0.0,15299708999.0,3.050333968419708,0.7531067788984909,-0.146762189903727,-0.03623458980124254,-0.8258954896171689,-3.149963345783239,0.0,0.7531067788984909,0.0,0.2621920952581146,13
HRME,Other,932466148460.5,271100676823.5,661365471637.0,77441314949.0,0.0,-25650127678.5,0.0,16733728320.5,0.40991053880160455,0.29073514064943456,-0.03878359058420643,-0.02750783792081709,-0.3312201980995832,-1.5328399736881568,0.0,0.29073514064943456,0.0,0.21608269864116092,13
HRTA,Other,3796827667988.0,2154616392686.75,1642211275301.25,7288003631125.5,0.0,231118173579.75,0.0,185894769468.0,1.3120214342040146,0.5674780582887281,0.1407359558759291,0.060871388904048744,0.03171213754514252,1.2432742149828737,0.0,0.5674780582887281,0.0,0.025506953464469108,13
HRUM,Other,1071318211.5,253002772.5,818315439.0,580988174.75,0.0,146491172.75,0.0,1171712.0,0.30917511810503295,0.23616024611936473,0.17901553089235825,0.1367391790576302,0.2521414016955385,125.02319063792959,0.0,0.23616024611936473,0.0,0.0020167570544859523,13
HUMI,Other,227457576.5,100697935.5,126759641.0,83397669.5,0.0,2859399.75,0.0,3563179.75,0.794400605000073,0.4427108432679338,0.022557651058666018,0.012571134336340184,0.034286326789978915,0.8024854064665066,0.0,0.4427108432679338,0.0,0.04272517171477523,13
IATA,Other,156882428.25,100702278.75,56180149.5,116290376.25,0.0,12633137.75,0.0,1911227.0,1.7924886218037224,0.6418964818004949,0.22486835407936662,0.0805261487275532,0.10863442150054024,6.609961951109889,0.0,0.6418964818004949,0.0,0.016434954134907063,13
IBOS,Other,288410792318.0,34881051949.75,253529740368.25,68659032191.25,0.0,5871812393.0,0.0,1740958007.75,0.137581697118001,0.12094225624986447,0.023160250882090748,0.02035919788509778,0.08552133937227724,3.3727478588576925,0.0,0.12094225624986447,0.0,0.025356576581221747,13
IBST,Other,9797296256153.666,3571302223207.0,6225994032946.667,1061908095516.6666,0.0,57360715159.0,0.0,291621459333.0,0.5736115717921364,0.36451916220905034,0.009213101531331223,0.0058547494797834485,0.05401664739272131,0.19669579629083572,0.0,0.36451916220905034,0.0,0.2746202430928007,13
ICBP,Other,114044062000000.0,57835137000000.0,56208925000000.0,59038049500000.0,0.0,6141069250000.0,0.0,1670248000000.0,1.0289315620250699,0.5071297530598305,0.10925434439459569,0.0538482157010507,0.10401883703830697,3.6767409690058,0.0,0.5071297530598305,0.0,0.028291043050126512,13
IDPR,Other,1556963500595.25,880917533114.75,676045967480.5,968658206912.25,0.0,-122801621566.5,0.0,42112102216.25,1.3030438394563153,0.5657920258104716,-0.18164685165442113,-0.07887251147477198,-0.12677497665347764,-2.9160648626824885,0.0,0.5657920258104716,0.0,0.04347467653269457,13
IFII,Other,1468541144904.25,356970241602.5,1111570903301.75,812684700572.5,0.0,88489125930.25,0.0,10147234335.25,0.32114032540989956,0.24307813427030314,0.07960727081592968,0.06025648395164274,0.10888494131600283,8.720516645885638,0.0,0.24307813427030314,0.0,0.012486065417623498,13
IFSH,Other,1082247127753.25,402161509472.75,680085618280.5,918770417425.0,0.0,152975364683.5,0.0,7537349104.0,0.5913395294103679,0.37159859255772676,0.22493545014269894,0.1413497534533333,0.1665000981553561,20.295645401686016,0.0,0.37159859255772676,0.0,0.008203735080113505,13
IGAR,Other,811920339052.75,85966230125.75,725954108927.0,912740476872.5,0.0,56815489351.75,0.0,484783980.0,0.11841827061604873,0.10588012886343623,0.07826319687855533,0.06997667950778941,0.0622471455921709,117.19753889505347,0.0,0.10588012886343623,0.0,0.000531130142996517,13
IKAI,Other,1232114292500.0,450557899250.0,781556393250.0,178814207750.0,0.0,-38759848750.0,0.0,15393731500.0,0.5764880220305203,0.36567865659264726,-0.04959315678913743,-0.031457997838297135,-0.21676045342096145,-2.517898194469611,0.0,0.36567865659264726,0.0,0.08608785450383206,13
IKBI,Other,108346624.66666669,40351925.333333336,67994699.33333333,202514114.0,0.0,566908.6666666666,0.0,372572.6666666667,0.5934569272158765,0.3724336171751925,0.008337542076440439,0.005232361122561359,0.0027993538596852493,1.5216056285703117,0.0,0.3724336171751925,0.0,0.0018397367931928352,13
IMAS,Other,49716154000000.0,36934877500000.0,12781276500000.0,17202710500000.0,0.0,-405336000000.0,0.0,1683348500000.0,2.8897643752562585,0.7429150191304018,-0.03171326432066469,-0.008153003951190592,-0.02356233338926444,-0.2407914938588177,0.0,0.7429150191304018,0.0,0.0978536783491183,13
IMJS,Other,25081622086665.33,21135783258835.0,3945838827830.3335,4335868289850.6665,0.0,25941295702.33333,0.0,340902140925.0,5.35647404292404,0.8426800780987711,0.006574342448902673,0.001034275040613304,0.005982952886981441,0.07609601873412854,0.0,0.8426800780987711,0.0,0.0786237307353128,13
IMPC,Other,3146945849495.0,1180283366688.75,1966662482806.25,2423492235443.75,0.0,263766484450.5,0.0,50417390846.75,0.6001453614982232,0.37505677667702914,0.1341188367381316,0.08381665813945524,0.10883735486868742,5.231656775977387,0.0,0.37505677667702914,0.0,0.02080361146175424,13
INAF,Other,1753071500499.6667,1411409867920.3333,341661632579.3333,1920560806006.6667,0.0,-155338670981.0,0.0,39763970093.66666,4.131016577029925,0.8051068467646917,-0.45465646759423767,-0.08860943260826773,-0.08088193328488699,-3.9065181523648036,0.0,0.8051068467646917,0.0,0.0207043536290559,13
INAI,Other,1494117739064.0,1174254154643.75,319863584420.25,1289863403854.25,0.0,-40869568265.5,0.0,57124368830.5,3.671109222301987,0.7859180866023111,-0.1277718698099871,-0.02735364636732244,-0.031685190961599,-0.7154489249022354,0.0,0.7859180866023111,0.0,0.04428714595654568,13
INCO,Other,2592900250.0,319358750.0,2273541500.0,1032408250.0,0.0,180837750.0,0.0,3783250.0,0.14046752610409732,0.12316661622443778,0.07954011395877278,0.06974342726836456,0.17516108574296868,47.799577083069316,0.0,0.12316661622443778,0.0,0.0036644902827926485,13
INDF,Other,177357403250000.0,87304282750000.0,90053120500000.0,100902742500000.0,0.0,7155999750000.0,0.0,2862353250000.0,0.9694753748150238,0.4922505694726335,0.07946420635140566,0.04034790552223537,0.0709197745541951,2.5000407444468986,0.0,0.4922505694726335,0.0,0.02836744749529479,13
INDR,Other,840063426.0,409900552.5,430162873.5,798720793.75,0.0,23133357.5,0.0,4317606.5,0.9528961650382654,0.4879400052585971,0.05377813596923413,0.02753763202160848,0.028963008952588333,5.357912422066815,0.0,0.4879400052585971,0.0,0.00540565180446693,13
INDS,Other,3676731356868.5,701815646390.0,2974915710478.5,3019914411019.75,0.0,152666193055.5,0.0,14178272619.0,0.23591110293243117,0.19088031685506165,0.05131782138154913,0.04152225937592758,0.05055315226763279,10.767615855468543,0.0,0.19088031685506165,0.0,0.004694925315519903,13
INDY,Other,3473038597.5,2355957979.5,1117080618.0,3061184398.5,0.0,128134358.5,0.0,86928307.0,2.109031292403982,0.6783564055970712,0.11470466538879547,0.036894020870437395,0.04185777196655851,1.4740233983848927,0.0,0.6783564055970712,0.0,0.02839695218706692,13
INKP,Other,9310145250.0,4153428250.0,5156717000.0,3496067250.0,0.0,522347500.0,0.0,243206000.0,0.8054404090819783,0.44611852323141743,0.10129458335603816,0.0561051934179007,0.14941002636605416,2.147757456641606,0.0,0.44611852323141743,0.0,0.06956559545586524,13
INPP,Other,8782261686392.0,3000067824895.0,5782193861497.0,721244698659.25,0.0,-89899474784.75,0.0,114431707001.25,0.518845942691774,0.34160537820725223,-0.015547641075021858,-0.010236483265358406,-0.12464490200325583,-0.7856168289420691,0.0,0.34160537820725223,0.0,0.15865864555257264,13
INPS,Other,368294102552.75,303963313496.75,64330789056.0,272994301876.25,0.0,-30693879865.25,0.0,26027216377.75,4.725005210679908,0.8253276698972228,-0.4771258104502799,-0.08334067706352637,-0.11243414113150144,-1.1792993695433907,0.0,0.8253276698972228,0.0,0.0953397788850124,13
INTA,Other,2498284250000.0,4182038250000.0,-1683754000000.0,758895250000.0,0.0,-348118000000.0,0.0,123022750000.0,-2.483758464716342,1.6739641415903734,0.20675110497139132,-0.13934283098490494,-0.45871679918934793,-2.8297042620165778,0.0,1.6739641415903734,0.0,0.16210768218670496,13
INTP,Other,27209150000000.0,6375742750000.0,20833407250000.0,15808565500000.0,0.0,1846883250000.0,0.0,46538500000.0,0.30603456618935915,0.23432348125538652,0.08865008146951095,0.06787728576600151,0.11682801010629333,39.68506183052741,0.0,0.23432348125538652,0.0,0.0029438787472525576,13
IPOL,Other,286061957.75,107282684.25,178779273.5,214714931.0,0.0,5044993.5,0.0,4384770.25,0.6000845744011483,0.37503303512924463,0.028219118476279732,0.0176360168254488,0.023496239765457973,1.1505719142270898,0.0,0.37503303512924463,0.0,0.020421356957238318,13
IPTV,Other,10804046000000.0,3060529750000.0,7743516250000.0,3046308500000.0,0.0,57452750000.0,0.0,157213000000.0,0.39523772549712155,0.2832762605786758,0.00741946528490852,0.005317706903506334,0.018859793747087662,0.36544528760344247,0.0,0.2832762605786758,0.0,0.05160770814905975,13
IRRA,Other,777531499088.0,355624497233.0,421907001855.0,833372741859.5,0.0,56470108784.25,0.0,7502518071.5,0.8428978321512194,0.4573763219240985,0.1338449197002365,0.072627422619516,0.06776092611122432,7.526820761520631,0.0,0.4573763219240985,0.0,0.00900259595095428,13
ISAT,Other,88638870750000.0,66565475750000.0,22073395000000.0,39323768250000.0,0.0,3815990250000.0,0.0,3752355750000.0,3.0156428474188046,0.7509738694409078,0.17287735982616176,0.04305097997878092,0.0970402995394522,1.016958546641,0.0,0.7509738694409078,0.0,0.09542207974944009,13
ISSP,Other,7137891250000.0,3166557750000.0,3971333500000.0,5466403000000.0,0.0,366458500000.0,0.0,106808500000.0,0.7973537729833065,0.44362650523710345,0.09227593200117794,0.05133988276999877,0.06703832483627717,3.430986297907001,0.0,0.44362650523710345,0.0,0.019539082647217924,13
ITMG,Other,1913223000.0,466555750.0,1446667250.0,2318169250.0,0.0,553860250.0,0.0,2585250.0,0.3225038446125028,0.24385853086649992,0.3828525529972398,0.2894906918848441,0.2389214031719201,214.23856493486417,0.0,0.24385853086649992,0.0,0.001115211928550941,13
JARR,Other,2662478923461.25,1791827793947.25,870651129514.0,2431379849511.5,0.0,27915172676.0,0.0,36583823250.0,2.0580318949881264,0.6729922923175127,0.03206240907489815,0.010484654894360623,0.01148120590108887,0.7630468933013991,0.0,0.6729922923175127,0.0,0.015046527286696988,13
JAWA,Other,3549867014199.0,3354588829531.0,195278184668.0,758693070607.0,0.0,-261188791463.66663,0.0,199908901592.3333,17.17851297744429,0.9449899999388954,-1.3375216074838252,-0.07357706370941387,-0.34426146960153453,-1.306539075464979,0.0,0.9449899999388954,0.0,0.26349113935150903,13
JAYA,Other,125613478639.75,21608690811.25,104004787828.5,75486455279.0,0.0,5822173950.5,0.0,1594588836.25,0.2077663082865177,0.17202525592991574,0.05597986469719592,0.04634991414573874,0.0771287236760699,3.651207018476305,0.0,0.17202525592991574,0.0,0.021124171619350197,13
JECC,Other,1903254887750.0,1160164209000.0,743090678750.0,2300110434500.0,0.0,21689678500.0,0.0,29818097500.0,1.5612686878963222,0.6095684905196955,0.02918846800297049,0.011396097621817338,0.009429842226125513,0.7273998114735519,0.0,0.6095684905196955,0.0,0.012963767762082207,13
JGLE,Other,2693811333333.333,965848666666.6666,1727962666666.6667,122327666666.66669,0.0,-323659666666.6667,0.0,24850333333.33333,0.5589522767467198,0.3585435456133157,-0.1873070945977228,-0.12014934478212656,-2.6458419054833597,-13.024359163525638,0.0,0.3585435456133157,0.0,0.20314564979849192,13
JIHD,Other,6609374163250.0,1833394547250.0,4775979616000.0,1135524936000.0,0.0,-20081763000.0,0.0,24543142250.0,0.38387821863978405,0.2773930635436249,-0.004204742192099004,-0.0030383758740215243,-0.017685003968948506,-0.8182229803928219,0.0,0.2773930635436249,0.0,0.021613917468387502,13
JKON,Other,4353581244750.0,1541016146500.0,2812565098250.0,3876942741000.0,0.0,113281792750.0,0.0,28753403250.0,0.5479041702746125,0.35396517484503526,0.04027703850143231,0.026020369526032604,0.029219361831684065,3.9397699035852374,0.0,0.35396517484503526,0.0,0.007416514808414087,13
JPFA,Other,30335433500000.0,17251266250000.0,13084167250000.0,45497807750000.0,0.0,1322219500000.0,0.0,760119750000.0,1.3184840823553368,0.5686836896528938,0.10105492193246002,0.0435866360703235,0.02906116943623509,1.7394884161344315,0.0,0.5686836896528938,0.0,0.01670673352388061,13
JRPT,Other,12172091996500.0,3689152434000.0,8482939562500.0,2280476214250.0,0.0,889837144000.0,0.0,3601643000.0,0.4348908072277687,0.30308285831727116,0.10489726320032355,0.07310470083991039,0.39019795007712826,247.06422707636418,0.0,0.30308285831727116,0.0,0.001579338112581237,13
JSKY,Other,441442692362.0,245023100111.0,196419592251.0,174276520804.0,0.0,-32897327025.0,0.0,13992087532.0,1.247447351371602,0.5550507559655594,-0.16748495732015,-0.07452230514674128,-0.18876511232398288,-2.3511378805888374,0.0,0.5550507559655594,0.0,0.08028670452823759,13
JSMR,Other,106445175250000.0,77743044000000.0,28702131250000.0,16693756750000.0,0.0,2914190750000.0,0.0,3396776750000.0,2.708615723440398,0.7303576119576166,0.10153220764747217,0.027377386933279534,0.17456770178468067,0.8579282550729894,0.0,0.7303576119576166,0.0,0.20347587429653904,13
JSPT,Other,5947835634500.0,3181771413500.0,2766064221000.0,1073566666500.0,0.0,-51858861000.0,0.0,136750071000.0,1.1502883372497084,0.5349460894723385,-0.018748249084850153,-0.008718946552456214,-0.048305207881563825,-0.3792236495438455,0.0,0.5349460894723385,0.0,0.127379207334955,13
JTPE,Other,1271441515629.0,370334363608.3333,901107152020.6666,1159239246390.3333,0.0,96925494021.33331,0.0,12776112847.333334,0.4109770550348931,0.29127125318471586,0.10756267310051308,0.0762327585106287,0.08361129449606043,7.586461952828149,0.0,0.29127125318471586,0.0,0.011021118278315627,13
KAEF,Other,18559001535666.668,10666723198666.666,7892278337000.0,10823314991666.666,0.0,49955780000.0,0.0,574599289000.0,1.3515391555135248,0.5747466089793338,0.006329703270321952,0.00269172777985901,0.004615571110927022,0.0869402050373926,0.0,0.5747466089793338,0.0,0.05308902951105171,13
KBLI,Other,2877094814358.0,403792244945.5,2473302569412.5,2178975872606.75,0.0,56768363034.25,0.0,1262166224.5,0.16326035073072984,0.14034721515967938,0.022952453830885143,0.019731140854639298,0.026052772657063402,44.97693087670605,0.0,0.14034721515967938,0.0,0.0005792474530661262,13
KBLV,Other,3372951000000.0,3382056500000.0,-9105500000.0,148607500000.0,0.0,-435525000000.0,0.0,129810250000.0,-371.4300697380708,1.0026995648617487,47.83098127505359,-0.1291228363530926,-2.9307067274531904,-3.355089447867175,0.0,1.0026995648617487,0.0,0.8735107582053395,13
KEEN,Other,314272418.5,143578395.25,170694023.25,37946939.5,0.0,9715477.5,0.0,5912031.75,0.8411448304766088,0.45685967586746856,0.05691750252889672,0.030914190772359143,0.2560279597778219,1.6433398721147883,0.0,0.45685967586746856,0.0,0.15579732721260545,13
KEJU,Other,782752976786.5,182501659073.0,600251317713.5,1016890908985.0,0.0,115853362759.25,0.0,1580253722.75,0.30404207985447196,0.2331535803571633,0.1930080940106271,0.14800756585413744,0.11392899841624893,73.31314022006424,0.0,0.2331535803571633,0.0,0.0015540051629798865,13
KIAS,Other,1013918113068.75,171037937186.5,842880175882.25,550052541367.25,0.0,-22572365868.75,0.0,1807889916.5,0.20292082087168928,0.1686900894479854,-0.026780041237917725,-0.022262513686072648,-0.0410367449855654,-12.48547583718429,0.0,0.1686900894479854,0.0,0.0032867585921995367,13
KIJA,Other,12534241897832.0,6155028417921.667,6379213479910.333,2544509222856.6665,0.0,-38998263280.333336,0.0,409917609449.3333,0.9648569431490766,0.4910570952828251,-0.006113334097243834,-0.0031113380129578253,-0.015326438171267782,-0.0951368333083373,0.0,0.4910570952828251,0.0,0.16109888923457213,13
KINO,Other,4980822769071.25,2867058774509.25,2113763994562.0,3942315095402.0,0.0,-166956633317.0,0.0,158400596060.25,1.3563760107018676,0.5756195125657636,-0.07898546561797956,-0.033519890399178284,-0.042349895753316324,-1.0540151834624132,0.0,0.5756195125657636,0.0,0.04017958793932929,13
KIOS,Other,149109679745.66666,55700477963.0,93409201782.66669,538480126846.3333,0.0,-12800943528.666666,0.0,7258058389.666667,0.5963061122457418,0.37355373613575704,-0.1370415685432187,-0.08584917860799496,-0.023772360186506355,-1.763687041549764,0.0,0.37355373613575704,0.0,0.013478785990068501,13
KKGI,Other,152897960.0,41535206.75,111362753.25,188571115.0,0.0,20332616.0,0.0,603528.75,0.3729721611385921,0.2716531126379795,0.1825800405127661,0.13298160420190477,0.1078246580872098,33.68955662785427,0.0,0.2716531126379795,0.0,0.0032005365721042055,13
KLBF,Other,25632454170410.5,4442626632958.75,21189827537451.75,27189121556968.5,0.0,3016459745927.25,0.0,61376696877.5,0.20965846112275685,0.17332037749577694,0.14235414330748272,0.11768126945134189,0.11094362646498004,49.14666150815701,0.0,0.17332037749577694,0.0,0.0022573990391303875,13
KMTR,Other,5021133617671.75,3030768886005.0,1990364731666.75,10435075329647.5,0.0,45549234455.25,0.0,113561229718.0,1.5227203525993982,0.6036025162402147,0.022884868150324714,0.00907150415096317,0.004365012519443754,0.40109846087753503,0.0,0.6036025162402147,0.0,0.010882645896705389,13
KOIN,Other,963137252268.75,912744324922.0,50392927346.75,2583827273946.0,0.0,-33777886475.0,0.0,3285572113.0,18.11254818838909,0.9476783529782019,-0.6702902223277656,-0.035070688414795895,-0.013072811335184448,-10.280671162672453,0.0,0.9476783529782019,0.0,0.0012715912344954472,13
KONI,Other,134220112594.25,27817050531.25,106403062063.0,162647408713.5,0.0,9814616265.0,0.0,473085611.0,0.26143092117762406,0.20724949483049146,0.09223997951477073,0.07312329035715961,0.060342899666408094,20.745962330694923,0.0,0.20724949483049146,0.0,0.0029086575355979413,13
KOTA,Other,1550054810475.75,303918073769.25,1246136736706.5,16899356489.25,0.0,-22587948963.0,0.0,6802003388.25,0.24388822254971462,0.19606924330370618,-0.018126380755533487,-0.014572354996961173,-1.3366159224683265,-3.320778846129233,0.0,0.19606924330370618,0.0,0.4025007338342664,13
KPIG,Other,30765127177375.668,6352417897550.667,24412709279825.0,833296996865.3334,0.0,227994425159.0,0.0,222351813800.66663,0.26020945994717565,0.206481119383188,0.00933916930503972,0.00741080717282601,0.2736052404084753,1.0253769522356666,0.0,0.206481119383188,0.0,0.2668338115187042,13
KRAS,Other,3474153000.0,2916823333.333333,557329666.6666666,1902980666.6666667,0.0,29194333.33333333,0.0,144741000.0,5.233569120370913,0.8395782607540095,0.05238252165534487,0.008403295230041177,0.01534137148354275,0.20170050872476566,0.0,0.8395782607540095,0.0,0.07606015265175188,13
LAND,Other,751144357460.6666,274078215815.0,477066141645.6667,40927933720.66666,0.0,-12489635371.333334,0.0,11045727007.666666,0.5745077922938561,0.3648808822069225,-0.02618009177563855,-0.01662747679228536,-0.3051616398857356,-1.1307209894527053,0.0,0.3648808822069225,0.0,0.26988235182000153,13
LAPD,Other,80553761496.5,170831870344.0,-90278108847.5,47003432452.0,0.0,17119033400.5,0.0,2256484103.75,-1.8922845474374461,2.1207187246175025,-0.1896255207274877,0.21251687174463982,0.36420815475512325,7.586596055363381,0.0,2.1207187246175025,0.0,0.048006794100714366,13
LINK,Other,10456943000000.0,5667892500000.0,4789050500000.0,4202306500000.0,0.0,383689500000.0,0.0,286866000000.0,1.1835106979974424,0.54202193700396,0.08011807350956103,0.03669232011688311,0.09130450146841979,1.3375217000271904,0.0,0.54202193700396,0.0,0.06826394029088549,13
LPCK,Other,9471361250000.0,2853210000000.0,6618151250000.0,1474998500000.0,0.0,-749421750000.0,0.0,130851500000.0,0.4311188868643641,0.30124603261226046,-0.11323732590729171,-0.07912503073409854,-0.5080830590675177,-5.727269079834774,0.0,0.30124603261226046,0.0,0.08871297157251347,13
LPKR,Other,50847034250000.0,29645537750000.0,21201496500000.0,14867619250000.0,0.0,-3283982250000.0,0.0,1948068500000.0,1.3982757184144996,0.5830337636653804,-0.1548938892120186,-0.06458552201596694,-0.2208815140325846,-1.685763231631742,0.0,0.5830337636653804,0.0,0.13102760214955061,13
LPLI,Other,1179617250000.0,72462750000.0,1107154500000.0,16802000000.0,0.0,145993500000.0,0.0,10202333333.333334,0.06544953753066984,0.0614290355621707,0.1318637100784037,0.12376344954263767,8.689054874419707,14.309814748260187,0.0,0.0614290355621707,0.0,0.6072094591913658,13
LPPF,Other,5950229000000.0,5400731000000.0,549498000000.0,10951290250000.0,0.0,524563750000.0,0.0,171974750000.0,9.828481632326232,0.9076509492323741,0.954623583707311,0.08815858179575946,0.047899721222346384,3.050237026075049,0.0,0.9076509492323741,0.0,0.015703606248587923,13
LSIP,Other,11926318250000.0,1480934000000.0,10445384250000.0,4209359500000.0,0.0,871719250000.0,0.0,567000000.0,0.1417787957393717,0.12417361074529434,0.08345497198918268,0.07309206678263848,0.2070907105938564,1537.4237213403608,0.0,0.12417361074529434,0.0,0.00013469982784791842,13
LTLS,Other,5863749500000.0,3118264500000.0,2745485000000.0,6855974750000.0,0.0,207907500000.0,0.0,131116500000.0,1.1357791064238194,0.5317867859123245,0.07572705733231105,0.03545640890696303,0.030325009583794048,1.585669995767123,0.0,0.5317867859123245,0.0,0.019124414074016244,13
MAGP,Other,1144939941117.0,983866012465.0,161073928652.0,164359744495.0,0.0,-210961894647.0,0.0,43355086125.0,6.10816424916686,0.859316700494476,-1.3097209238795118,-0.18425586100279304,-1.2835374945074687,-4.865908789542278,0.0,0.859316700494476,0.0,0.2637816592999079,13
MAHA,Other,1504341423361.5,458571665263.5,1045769758098.0,1484147497450.0,0.0,304282515930.5,0.0,18609606531.25,0.43850155515830747,0.3048321731637268,0.2909651130894392,0.2022695853515559,0.20502174915451832,16.350830170403462,0.0,0.3048321731637268,0.0,0.012538919860205435,13
MAIN,Other,5285983390000.0,3250285387000.0,2035698003000.0,9077612027333.334,0.0,15925801666.666666,0.0,166835867000.0,1.596644188976001,0.6148875520776088,0.007823263393291577,0.0030128361161321517,0.0017544043101548014,0.09545790094804174,0.0,0.6148875520776088,0.0,0.01837882765838035,13
MAPA,Other,7230225250000.0,3082074250000.0,4148151000000.0,8545829250000.0,0.0,704190250000.0,0.0,82694500000.0,0.7429995315985363,0.42627638053185135,0.16976003284354885,0.09739534048403264,0.08240162884134386,8.515563308321592,0.0,0.42627638053185135,0.0,0.009676591654344134,13
MAPB,Other,2620110750000.0,1394543000000.0,1225567750000.0,2978062500000.0,0.0,15452750000.0,0.0,35525250000.0,1.1378750787135188,0.532245822051606,0.012608646074441825,0.00589774687959278,0.005188860206929841,0.4349793456766665,0.0,0.532245822051606,0.0,0.011928980671157842,13
MAPI,Other,20743951500000.0,11765565000000.0,8978386500000.0,23381838000000.0,0.0,969472250000.0,0.0,472592750000.0,1.3104320024538931,0.5671805104249303,0.10797844913448536,0.04673517723949557,0.04146261940571139,2.0513904413472277,0.0,0.5671805104249303,0.0,0.020211958957204304,13
MARK,Other,938776203548.75,229527332238.5,709248871310.25,785517865812.0,0.0,233821306896.5,0.0,4377586420.75,0.3236202996199014,0.24449632550425082,0.3296745562168381,0.24907033860957664,0.29766516723944386,53.41329317638908,0.0,0.24449632550425082,0.0,0.0055728667816165225,13
MASA,Other,493460172.5,190001369.25,303458803.25,434023522.25,0.0,53477298.0,0.0,1805276.5,0.626119154280932,0.38503891466539003,0.17622589105098976,0.10837206522477538,0.12321290266197955,29.622774128895916,0.0,0.38503891466539003,0.0,0.0041593978377976225,13
MBAP,Other,243935490.5,53621142.0,190314348.5,296167505.75,0.0,82279744.5,0.0,566932.25,0.28175039045990363,0.21981689458179846,0.4323360017176827,0.3373012444041906,0.2778148949582975,145.13152938212403,0.0,0.21981689458179846,0.0,0.001914228397758591,13
MBMA,Other,1362968964.0,420762504.625,942206459.375,446015980.25,0.0,7147087.25,0.0,10001456.0,0.44657144985410385,0.30871026101002025,0.0075854789349893105,0.00524376375308275,0.016024285152280347,0.7146046785580873,0.0,0.30871026101002025,0.0,0.022423985782737604,13
MBSS,Other,3112223061140.345,403967036369.4959,2708256024770.8496,1047649091699.2368,0.0,181712477344.7675,0.0,17977555529.266804,0.1491613173476375,0.12980015520528884,0.06709575301697797,0.058386713861758505,0.1734478450699924,10.10774112470108,0.0,0.12980015520528884,0.0,0.017159901795082994,13
MCAS,Other,1967765151057.75,639448498262.0,1328316652795.75,12005472706532.5,0.0,28517899670.5,0.0,18703871996.5,0.48139763731496743,0.32496179633950306,0.02146920285195362,0.014492532127205589,0.002375408313158935,1.5247056692772734,0.0,0.32496179633950306,0.0,0.001557945484838987,13
MCOL,Other,593295601.75,163257285.0,430038316.75,743509062.5,0.0,223103139.25,0.0,7491624.5,0.37963427592640486,0.2751702263061606,0.5187982804325187,0.37604044019865557,0.3000678142372972,29.780341933809176,0.0,0.2751702263061606,0.0,0.010076036564786188,13
MDIA,Other,6613717668666.667,3907535096666.6665,2706182572000.0,1300751517666.6667,0.0,71376027333.33333,0.0,370261666333.3333,1.4439288528041951,0.5908227856745554,0.02637517071901878,0.010792118882166135,0.05487291489874263,0.192771852512207,0.0,0.5908227856745554,0.0,0.2846521117250138,13
MDKA,Other,2762280986.75,1229294794.75,1532986192.0,819869664.0,0.0,27525094.0,0.0,47595933.5,0.801895542937801,0.4450288731112541,0.0179552132586983,0.009964624935707548,0.033572524034746656,0.5783076825248993,0.0,0.4450288731112541,0.0,0.058053048661158194,13
MDLN,Other,14151671321049.0,9965004852805.25,4186666468243.75,1247830360087.25,0.0,-471919474669.75,0.0,414967857536.5,2.380176431151306,0.7041574543908068,-0.11271962508819429,-0.033347260826205274,-0.3781920121231485,-1.137243442109828,0.0,0.7041574543908068,0.0,0.3325514996345215,13
MDRN,Other,246586523693.25,643280253444.75,-396693729751.5,69903743474.25,0.0,2143174703.25,0.0,2435279566.5,-1.621604288647866,2.608740509456961,-0.00540259283803791,0.008691369954653637,0.030658940376196982,0.8800528418715294,0.0,2.608740509456961,0.0,0.03483761305854912,13
MEDC,Other,6166177651.0,4775457390.0,1390720261.0,1554745698.6666667,0.0,128358923.33333331,0.0,254710787.66666663,3.4338015515544185,0.7744599102209669,0.09229672345539545,0.020816611294440488,0.0825594329949983,0.5039398782799426,0.0,0.7744599102209669,0.0,0.16382794169175205,13
MERK,Other,987907315500.0,275445501750.0,712461813750.0,951568910750.0,0.0,140410214750.0,0.0,3511190500.0,0.3866108982040864,0.2788171495729753,0.1970775303885541,0.14212893512073604,0.14755653864241172,39.989346846888424,0.0,0.2788171495729753,0.0,0.0036898961917877053,13
META,Other,6976689273907.0,3504034310511.5,3472654963395.5,1376067771275.0,0.0,-21481062585.75,0.0,220020357126.5,1.0090361258019478,0.5022488709102583,-0.006185775094899207,-0.0030789765377812845,-0.015610468491567572,-0.09763215943422696,0.0,0.5022488709102583,0.0,0.1598906403589697,13
MFIN,Other,5696913000000.0,2764339250000.0,2932573750000.0,1896036750000.0,0.0,435268000000.0,0.0,105734250000.0,0.9426324742898623,0.4852345910846804,0.14842525273234816,0.07640418591612685,0.22956728027555373,4.116622570264601,0.0,0.4852345910846804,0.0,0.055765928587618356,13
MGRO,Other,2124006694840.25,1499095336808.75,624911358031.5,6087721241361.75,0.0,-36387262175.5,0.0,83283683288.5,2.398892767017342,0.7057865403392711,-0.05822787777473205,-0.01713142536880598,-0.005977156432241731,-0.4369074558032237,0.0,0.7057865403392711,0.0,0.013680600669203841,13
